Continent,WeekRange,Mean,Std,Min,Max
Asia,19/01/2020 - 25/01/2020,0.5,2.7885881331282625,0,25
Asia,26/01/2020 - 01/02/2020,2.1547619047619047,11.34552657437537,0,99
Asia,02/02/2020 - 08/02/2020,2.5714285714285716,13.329970169657594,0,97
Asia,09/02/2020 - 15/02/2020,1.25,5.093253877410879,0,42
Asia,16/02/2020 - 22/02/2020,2.392857142857143,16.532969251840377,0,229
Asia,23/02/2020 - 29/02/2020,14.11111111111111,76.1494883584031,0,813
Asia,01/03/2020 - 07/03/2020,38.55952380952381,159.91785873504503,0,1234
Asia,08/03/2020 - 14/03/2020,39.01190476190476,169.32633059336632,-28,1365
Asia,15/03/2020 - 21/03/2020,59.82539682539682,186.63508419168227,0,1237
Asia,22/03/2020 - 28/03/2020,141.02777777777777,411.1804830771615,0,3076
Asia,29/03/2020 - 04/04/2020,244.21428571428572,609.6791149624532,0,3186
Asia,05/04/2020 - 11/04/2020,317.32142857142856,759.6146353777176,0,5138
Asia,12/04/2020 - 18/04/2020,411.6468253968254,911.3965457556772,0,4801
Asia,19/04/2020 - 25/04/2020,498.4246031746032,1086.727474509789,0,6060
Asia,26/04/2020 - 02/05/2020,526.5,1258.7267122989726,0,9623
Asia,03/05/2020 - 09/05/2020,697.4404761904761,1834.1171374079786,0,11231
